Date,Close
1980-12-18,0.09253141134977341
1980-12-19,0.09218551814556122
1980-12-22,0.09382850378751754
1980-12-23,0.09772006422281265
1980-12-24,0.1023034155368805
1980-12-26,0.10844327211380005
1980-12-29,0.11380488723516465
1980-12-30,0.11760997474193573
1980-12-31,0.11985842138528824
1981-01-02,0.12124213576316833
1981-01-05,0.12003152072429657
1981-01-06,0.1174371749162674
1981-01-07,0.1144969567656517
1981-01-08,0.1118161529302597
1981-01-09,0.110000079870224
1981-01-12,0.10852989405393601
1981-01-13,0.10731928199529647
1981-01-14,0.10714633464813232
1981-01-15,0.10783811509609223
1981-01-16,0.10723280012607575
1981-01-19,0.10809751600027084
1981-01-20,0.10904871821403503
1981-01-21,0.11034581065177917
1981-01-22,0.11146994233131409
1981-01-23,0.11268055588006973
1981-01-26,0.11224819719791412
1981-01-27,0.11233467012643814
1981-01-28,0.11129699647426605
1981-01-29,0.1092216655611992
1981-01-30,0.10610850751399994
1981-02-02,0.10221709460020065
1981-02-03,0.09919039905071259
1981-02-04,0.0975472703576088
1981-02-05,0.09668238908052444
1981-02-06,0.09702828228473663
1981-02-09,0.09746064394712448
1981-02-10,0.09720122516155243
1981-02-11,0.09564472138881683
1981-02-12,0.09391511678695678
1981-02-13,0.09166667461395264
1981-02-17,0.09088826775550843
1981-02-18,0.09088826775550843
1981-02-19,0.09036927521228791
1981-02-20,0.0890721932053566
1981-02-23,0.08846688866615296
1981-02-24,0.08682391345500946
1981-02-25,0.08544020801782608
1981-02-26,0.08544020801782608
1981-02-27,0.08699686527252197
1981-03-02,0.08838057518005371
1981-03-03,0.09011018127202988
1981-03-04,0.0906290054321289
1981-03-05,0.09080195277929307
1981-03-06,0.0901964858174324
1981-03-09,0.08812099993228913
1981-03-10,0.08552652150392533
1981-03-11,0.08249983340501785
1981-03-12,0.08016493022441865
1981-03-13,0.07783002853393554
1981-03-16,0.077484130859375
1981-03-17,0.07869489639997482
1981-03-18,0.0815486416220665
1981-03-19,0.0836241289973259
1981-03-20,0.08604550510644912
1981-03-23,0.08855336457490921
1981-03-24,0.09019649177789688
1981-03-25,0.09045590907335281
1981-03-26,0.09054237753152847
1981-03-27,0.08985060304403306
1981-03-30,0.08846689015626907
1981-03-31,0.08699670284986497
1981-04-01,0.08569962084293366
1981-04-02,0.08621861338615418
1981-04-03,0.08742938041687012
1981-04-06,0.08829409778118133
1981-04-07,0.08915882259607315
1981-04-08,0.09106137752532958
1981-04-09,0.09183963388204575
1981-04-10,0.09279083162546158
1981-04-13,0.09408807903528213
1981-04-14,0.0955582693219185
1981-04-15,0.09521237164735794
1981-04-16,0.09348276555538178
1981-04-20,0.09201257526874543
1981-04-21,0.0917531594634056
1981-04-22,0.09218551814556122
1981-04-23,0.09408791661262512
1981-04-24,0.09685518890619278
1981-04-27,0.09893068820238113
1981-04-28,0.09944951981306076
1981-04-29,0.09901716113090515
1981-04-30,0.09841185063123703
1981-05-01,0.0979794904589653
1981-05-04,0.09763359725475311
1981-05-05,0.09754712283611297
1981-05-06,0.09720123559236526
1981-05-07,0.09676887392997742
1981-05-08,0.09650944918394089
1981-05-11,0.09590414613485336
1981-05-12,0.09538531750440597
1981-05-13,0.09529883861541748
1981-05-14,0.09469352811574935
1981-05-15,0.09434764683246613
1981-05-18,0.09477999955415725
1981-05-19,0.09486647099256515
1981-05-20,0.09564472734928131
1981-05-21,0.09780669212341309
1981-05-22,0.10048749595880509
1981-05-26,0.1027359426021576
1981-05-27,0.10654088705778123
1981-05-28,0.10974052548408508
1981-05-29,0.11190234124660492
1981-06-01,0.11311295181512833
1981-06-02,0.1132858857512474
1981-06-03,0.1122482031583786
1981-06-04,0.11164289563894272
1981-06-05,0.11060522496700287
1981-06-08,0.10878929942846298
1981-06-09,0.10852989852428437
1981-06-10,0.10852989852428437
1981-06-11,0.10904872119426727
1981-06-12,0.10965402722358704
1981-06-15,0.11095111668109894
1981-06-16,0.11138347685337066
1981-06-17,0.11121054291725159
1981-06-18,0.10999994426965713
1981-06-19,0.10844344198703766
1981-06-22,0.10619500130414963
1981-06-23,0.10472481548786164
1981-06-24,0.10308167636394501
1981-06-25,0.10195736736059188
1981-06-26,0.10117895752191544
1981-06-29,0.10048717707395553
1981-06-30,0.09797931015491486
1981-07-01,0.0958173468708992
1981-07-02,0.09322302043437958
1981-07-06,0.09028279930353164
1981-07-07,0.0882073163986206
1981-07-08,0.08829379081726074
1981-07-09,0.08716965019702912
1981-07-10,0.08474827408790589
1981-07-13,0.08327825218439103
1981-07-14,0.08232704550027847
1981-07-15,0.0811164379119873
1981-07-16,0.0817217469215393
1981-07-17,0.08422959595918655
1981-07-20,0.08518078625202179
1981-07-21,0.08535374104976653
1981-07-22,0.08414297103881836
1981-07-23,0.08293235749006271
1981-07-24,0.08163528144359589
1981-07-27,0.08224059045314788
1981-07-28,0.08232705295085907
1981-07-29,0.08310545533895493
1981-07-30,0.08405665308237076
1981-07-31,0.08474842458963394
1981-08-03,0.08457548171281815
1981-08-04,0.08526727110147476
1981-08-05,0.08673730194568634
1981-08-06,0.08716966807842255
1981-08-07,0.08734261840581894
1981-08-10,0.08768851161003113
1981-08-11,0.08725613802671432
1981-08-12,0.0859590619802475
1981-08-13,0.08457549810409545
1981-08-14,0.0829325184226036
1981-08-17,0.08077054172754287
1981-08-18,0.07878152132034302
1981-08-19,0.07696544229984284
1981-08-20,0.07584114223718644
1981-08-21,0.07393858283758163
1981-08-24,0.07169014513492585
1981-08-25,0.0701336458325386
1981-08-26,0.06849050521850586
1981-08-27,0.06676090061664582
1981-08-28,0.06676090061664582
1981-08-31,0.06762577593326569
1981-09-01,0.0690093383193016
1981-09-02,0.07091188728809357
1981-09-03,0.07194971591234207
1981-09-04,0.07212267071008682
1981-09-08,0.07186325937509537
1981-09-09,0.07073910981416702
1981-09-10,0.06944202482700348
1981-09-11,0.0687502533197403
1981-09-14,0.0677988961338997
1981-09-15,0.06693402379751205
1981-09-16,0.06580972522497178
1981-09-17,0.06425306797027588
1981-09-18,0.06295581683516502
1981-09-21,0.06217756792902947
1981-09-22,0.0610534206032753
1981-09-23,0.05992928296327591
1981-09-24,0.059064557403326036
1981-09-25,0.05664317235350609
1981-09-28,0.05422179028391838
1981-09-29,0.05301102101802826
1981-09-30,0.05214614048600197
1981-10-01,0.051367733627557755
1981-10-02,0.052924394607543945
1981-10-05,0.05474047139286995
1981-10-06,0.055951240658760074
1981-10-07,0.05776731744408607
1981-10-08,0.060015761852264406
1981-10-09,0.0614857867360115
1981-10-12,0.06304243728518485
1981-10-13,0.06468556225299835
1981-10-14,0.06485850363969803
1981-10-15,0.06485850363969803
1981-10-16,0.06459909528493882
1981-10-19,0.06416657865047455
1981-10-20,0.0644260123372078
1981-10-21,0.06546384990215301
1981-10-22,0.0661557823419571
1981-10-23,0.06667461097240449
1981-10-26,0.06693403124809265
1981-10-27,0.06676107943058014
1981-10-28,0.06702048629522324
1981-10-29,0.0671934261918068
1981-10-30,0.06788536310195922
1981-11-02,0.06857730001211167
1981-11-03,0.06883671283721923
1981-11-04,0.06831787228584289
1981-11-05,0.06702063232660294
1981-11-06,0.06563692539930344
1981-11-09,0.06442615985870362
1981-11-10,0.06347481161355972
1981-11-11,0.06321524232625961
1981-11-12,0.06433954238891601
1981-11-13,0.0644260048866272
1981-11-16,0.06416658461093902
1981-11-17,0.06408011317253112
1981-11-18,0.06408011317253112
1981-11-19,0.06364758908748627
1981-11-20,0.06425289660692216
1981-11-23,0.06442583799362182
1981-11-24,0.06425289660692216
1981-11-25,0.06390701234340668
1981-11-27,0.06390701234340668
1981-11-30,0.0636475920677185
1981-12-01,0.06399347931146622
1981-12-02,0.06451230645179748
1981-12-03,0.06459878236055375
1981-12-04,0.06468525528907776
1981-12-07,0.06503114849328995
1981-12-08,0.06511762589216233
1981-12-09,0.0652040958404541
1981-12-10,0.06546350419521332
1981-12-11,0.06529056131839753
1981-12-14,0.06459878087043762
1981-12-15,0.06451230347156525
1981-12-16,0.0649448275566101
1981-12-17,0.06650148928165436
1981-12-18,0.06935539394617081
1981-12-21,0.07194972485303879
1981-12-22,0.07445759177207947
1981-12-23,0.07601408958435059
1981-12-24,0.07653292417526245
1981-12-28,0.07514920681715012
1981-12-29,0.07471684962511063
1981-12-30,0.0746303677558899
1981-12-31,0.0748897835612297
1982-01-04,0.0749762549996376
1982-01-05,0.0749762549996376
1982-01-06,0.07454389035701751
1982-01-07,0.07238192558288574
1982-01-08,0.07082542479038238
1982-01-11,0.06849050968885421
1982-01-12,0.06650149524211883
1982-01-13,0.06459894478321075
1982-01-14,0.06442600190639496
1982-01-15,0.06451247483491898
1982-01-18,0.06572325229644775
1982-01-19,0.06702048629522324
1982-01-20,0.06866361945867538
1982-01-21,0.0699608638882637
1982-01-22,0.07047969847917557
1982-01-25,0.07030674368143082
1982-01-26,0.06996085792779923
1982-01-27,0.06944202482700348
1982-01-28,0.06909612566232681
1982-01-29,0.06883671134710312
1982-02-01,0.06883671134710312
1982-02-02,0.06944201737642289
1982-02-03,0.06996085047721863
1982-02-04,0.06970143914222718
1982-02-05,0.06926907300949096
1982-02-08,0.06814478933811188
1982-02-09,0.06693402379751205
1982-02-10,0.06589619666337967
1982-02-11,0.06503132432699203
1982-02-12,0.06433939039707184
1982-02-16,0.06425291448831558
1982-02-17,0.06433937549591065
1982-02-18,0.06442584544420242
1982-02-19,0.06459878385066986
1982-02-22,0.06442584544420242
1982-02-23,0.06433937400579452
1982-02-24,0.06416643708944321
1982-02-25,0.06373408138751983
1982-02-26,0.06338819563388824
1982-03-01,0.06330171972513199
1982-03-02,0.06338819116353989
1982-03-03,0.06338819116353989
1982-03-04,0.0632152497768402
1982-03-05,0.06209110543131828
1982-03-08,0.06070754379034042
1982-03-09,0.059410455822944644
1982-03-10,0.05794042199850082
1982-03-11,0.05672980099916458
1982-03-12,0.05577844828367233
1982-03-15,0.05491356924176216
1982-03-16,0.053789272159338
1982-03-17,0.05231908559799194
1982-03-18,0.05162715092301369
1982-03-19,0.052578503638505934
1982-03-22,0.054481052607297895
